house_number,addition,street
2,,Gertrud-Feiertag-Straße
3,,Gertrud-Feiertag-Straße
4,,Gertrud-Feiertag-Straße
6,,Gertrud-Feiertag-Straße
8,,Gertrud-Feiertag-Straße
1,,Hermann-Kasack-Straße
1,a,Hermann-Kasack-Straße
3,,Hermann-Kasack-Straße
3,a,Hermann-Kasack-Straße
4,,Hermann-Kasack-Straße
5,,Hermann-Kasack-Straße
6,,Hermann-Kasack-Straße
7,,Hermann-Kasack-Straße
8,,Hermann-Kasack-Straße
9,,Hermann-Kasack-Straße
10,,Hermann-Kasack-Straße
10,a,Hermann-Kasack-Straße
11,,Hermann-Kasack-Straße
13,,Hermann-Kasack-Straße
15,,Hermann-Kasack-Straße
17,,Hermann-Kasack-Straße
18,,Hermann-Kasack-Straße
1,,Horst-Bienek-Straße
3,,Horst-Bienek-Straße
4,,Horst-Bienek-Straße
5,,Horst-Bienek-Straße
7,,Horst-Bienek-Straße
9,,Horst-Bienek-Straße
11,,Horst-Bienek-Straße
13,,Horst-Bienek-Straße
1,,Jochen-Klepper-Straße
2,,Jochen-Klepper-Straße
3,,Jochen-Klepper-Straße
4,,Jochen-Klepper-Straße
5,,Jochen-Klepper-Straße
6,,Jochen-Klepper-Straße
7,,Jochen-Klepper-Straße
7,a,Jochen-Klepper-Straße
7,b,Jochen-Klepper-Straße
7,c,Jochen-Klepper-Straße
8,,Jochen-Klepper-Straße
9,,Jochen-Klepper-Straße
9,a,Jochen-Klepper-Straße
10,,Jochen-Klepper-Straße
11,,Jochen-Klepper-Straße
11,a,Jochen-Klepper-Straße
12,,Jochen-Klepper-Straße
13,,Jochen-Klepper-Straße
13,a,Jochen-Klepper-Straße
15,,Jochen-Klepper-Straße
15,a,Jochen-Klepper-Straße
17,,Jochen-Klepper-Straße
17,a,Jochen-Klepper-Straße
1,,Karen-Jeppe-Straße
5,,Pomonaring
3,,Karen-Jeppe-Straße
5,,Kiepenheuerallee
10,,Kiepenheuerallee
11,,Kiepenheuerallee
12,,Kiepenheuerallee
13,,Kiepenheuerallee
14,,Kiepenheuerallee
15,,Kiepenheuerallee
16,,Kiepenheuerallee
19,,Kiepenheuerallee
20,,Kiepenheuerallee
21,,Kiepenheuerallee
22,,Kiepenheuerallee
23,,Kiepenheuerallee
24,,Kiepenheuerallee
25,,Kiepenheuerallee
26,,Kiepenheuerallee
27,,Kiepenheuerallee
28,,Kiepenheuerallee
1,,Reinhold-Schneider-Straße
2,,Reinhold-Schneider-Straße
2,a,Reinhold-Schneider-Straße
3,,Reinhold-Schneider-Straße
4,,Reinhold-Schneider-Straße
4,a,Reinhold-Schneider-Straße
5,,Reinhold-Schneider-Straße
6,,Reinhold-Schneider-Straße
7,,Reinhold-Schneider-Straße
8,,Reinhold-Schneider-Straße
9,,Reinhold-Schneider-Straße
10,,Reinhold-Schneider-Straße
11,,Reinhold-Schneider-Straße
12,,Reinhold-Schneider-Straße
13,,Reinhold-Schneider-Straße
14,,Reinhold-Schneider-Straße
16,,Reinhold-Schneider-Straße
18,,Reinhold-Schneider-Straße
20,,Reinhold-Schneider-Straße
22,,Reinhold-Schneider-Straße
2,,Richard-Schäfer-Straße
4,,Richard-Schäfer-Straße
6,,Jakob-von-Gundling-Straße
12,,Jakob-von-Gundling-Straße
14,,Jakob-von-Gundling-Straße
16,,Jakob-von-Gundling-Straße
18,,Jakob-von-Gundling-Straße
20,,Jakob-von-Gundling-Straße
22,,Jakob-von-Gundling-Straße
24,,Jakob-von-Gundling-Straße
25,,Jakob-von-Gundling-Straße
26,,Jakob-von-Gundling-Straße
27,,Jakob-von-Gundling-Straße
28,,Jakob-von-Gundling-Straße
1,,Pannenbergstraße
1,a,Pannenbergstraße
1,b,Pannenbergstraße
2,,Pannenbergstraße
2,a,Pannenbergstraße
3,,Pannenbergstraße
3,a,Pannenbergstraße
3,b,Pannenbergstraße
4,,Pannenbergstraße
5,,Pannenbergstraße
5,a,Pannenbergstraße
6,,Pannenbergstraße
7,,Pannenbergstraße
8,,Pannenbergstraße
8,a,Pannenbergstraße
9,,Pannenbergstraße
9,a,Pannenbergstraße
10,,Pannenbergstraße
11,,Pannenbergstraße
12,,Pannenbergstraße
12,a,Pannenbergstraße
13,,Pannenbergstraße
14,,Pannenbergstraße
15,,Pannenbergstraße
15,a,Pannenbergstraße
15,b,Pannenbergstraße
16,,Pannenbergstraße
17,,Pannenbergstraße
18,,Pannenbergstraße
18,a,Pannenbergstraße
18,b,Pannenbergstraße
18,c,Pannenbergstraße
19,,Pannenbergstraße
20,,Pannenbergstraße
20,b,Pannenbergstraße
21,,Pannenbergstraße
22,,Pannenbergstraße
23,,Pannenbergstraße
24,,Pannenbergstraße
26,,Pannenbergstraße
26,a,Pannenbergstraße
26,b,Pannenbergstraße
32,,Pannenbergstraße
34,,Pannenbergstraße
36,,Pannenbergstraße
38,,Pannenbergstraße
40,,Pannenbergstraße
42,,Pannenbergstraße
43,,Pannenbergstraße
44,,Pannenbergstraße
45,,Pannenbergstraße
1,,Pomonaring
54,,Pomonaring
56,,Pomonaring
58,,Pomonaring
60,,Pomonaring
62,,Pomonaring
64,,Pomonaring
1,,Haselnussring
2,,Haselnussring
3,,Haselnussring
4,,Haselnussring
4,a,Haselnussring
5,,Haselnussring
6,,Haselnussring
7,,Haselnussring
8,,Haselnussring
9,,Haselnussring
10,,Haselnussring
11,,Haselnussring
12,,Haselnussring
12,a,Haselnussring
13,,Haselnussring
14,,Haselnussring
15,,Haselnussring
16,,Haselnussring
17,,Haselnussring
18,,Haselnussring
19,,Haselnussring
20,,Haselnussring
21,,Haselnussring
22,,Haselnussring
23,,Haselnussring
24,,Haselnussring
25,,Haselnussring
26,,Haselnussring
27,,Haselnussring
28,,Haselnussring
29,,Haselnussring
30,,Haselnussring
31,,Haselnussring
32,,Haselnussring
33,,Haselnussring
33,a,Haselnussring
34,,Haselnussring
35,,Haselnussring
36,,Haselnussring
37,,Haselnussring
38,,Haselnussring
39,,Haselnussring
40,,Haselnussring
41,,Haselnussring
42,,Haselnussring
43,,Haselnussring
44,,Haselnussring
45,,Haselnussring
46,,Haselnussring
47,,Haselnussring
48,,Haselnussring
49,,Haselnussring
50,,Haselnussring
51,,Haselnussring
52,,Haselnussring
53,,Haselnussring
55,,Haselnussring
1,,Fasanenring
4,,Fasanenring
5,,Fasanenring
6,,Fasanenring
7,,Fasanenring
8,,Fasanenring
9,,Fasanenring
10,,Fasanenring
11,,Fasanenring
12,,Fasanenring
13,,Fasanenring
14,,Fasanenring
15,,Fasanenring
16,,Fasanenring
17,,Fasanenring
18,,Fasanenring
19,,Fasanenring
20,,Fasanenring
20,a,Fasanenring
21,,Fasanenring
21,a,Fasanenring
22,,Fasanenring
23,,Fasanenring
24,,Fasanenring
25,,Fasanenring
26,,Fasanenring
27,,Fasanenring
28,,Fasanenring
29,,Fasanenring
30,,Fasanenring
31,,Fasanenring
32,,Fasanenring
33,,Fasanenring
34,,Fasanenring
35,,Fasanenring
1,,Walnussring
3,,Walnussring
5,,Walnussring
7,,Walnussring
9,,Walnussring
11,,Walnussring
13,,Walnussring
15,,Walnussring
16,,Walnussring
16,a,Walnussring
17,,Walnussring
18,,Walnussring
19,,Walnussring
20,,Walnussring
21,,Walnussring
22,,Walnussring
23,,Walnussring
24,,Walnussring
25,,Walnussring
27,,Walnussring
28,,Walnussring
29,,Walnussring
31,,Walnussring
33,,Walnussring
34,,Walnussring
35,,Walnussring
36,,Walnussring
37,,Walnussring
38,,Walnussring
39,,Walnussring
41,,Walnussring
1,,Zum Weizenring
1,a,Zum Weizenring
3,,Zum Weizenring
5,,Zum Weizenring
5,a,Zum Weizenring
6,,Zum Weizenring
7,,Zum Weizenring
7,a,Zum Weizenring
8,,Zum Weizenring
9,,Zum Weizenring
10,,Zum Weizenring
11,,Zum Weizenring
12,,Zum Weizenring
13,,Zum Weizenring
14,,Zum Weizenring
1,,Gersthofweg
3,,Gersthofweg
4,,Gersthofweg
5,,Gersthofweg
6,,Gersthofweg
7,,Gersthofweg
8,,Gersthofweg
10,,Gersthofweg
11,,Gersthofweg
12,,Gersthofweg
13,,Gersthofweg
14,,Gersthofweg
15,,Gersthofweg
16,,Gersthofweg
18,,Gersthofweg
22,,Gersthofweg
2,,Peter-Altmann-Straße
2,a,Peter-Altmann-Straße
3,,Peter-Altmann-Straße
4,,Peter-Altmann-Straße
5,,Peter-Altmann-Straße
7,,Peter-Altmann-Straße
1,,Ritterspornweg
3,,Ritterspornweg
5,,Ritterspornweg
1,,Gillis-Grafström-Straße
2,,Gillis-Grafström-Straße
3,,Gillis-Grafström-Straße
4,,Gillis-Grafström-Straße
6,,Gillis-Grafström-Straße
8,,Gillis-Grafström-Straße
12,,Gillis-Grafström-Straße
1,,Am Phloxgarten
2,,Am Phloxgarten
3,,Am Phloxgarten
4,,Am Phloxgarten
1,,Amselwinkel
2,,Amselwinkel
3,,Amselwinkel
4,,Amselwinkel
5,,Amselwinkel
6,,Amselwinkel
8,,Amselwinkel
10,,Amselwinkel
11,,Amselwinkel
13,,Amselwinkel
15,,Amselwinkel
17,,Amselwinkel
19,,Amselwinkel
21,,Amselwinkel
23,,Amselwinkel
25,,Amselwinkel
1,,Haeberlinweg
1,a,Haeberlinweg
2,,Haeberlinweg
3,,Haeberlinweg
4,,Haeberlinweg
5,,Haeberlinweg
5,a,Haeberlinweg
5,b,Haeberlinweg
5,c,Haeberlinweg
5,d,Haeberlinweg
5,e,Haeberlinweg
7,,Haeberlinweg
9,,Haeberlinweg
1,,Siegward-Sprotte-Straße
2,,Siegward-Sprotte-Straße
3,,Siegward-Sprotte-Straße
4,,Siegward-Sprotte-Straße
4,a,Siegward-Sprotte-Straße
4,b,Siegward-Sprotte-Straße
4,c,Siegward-Sprotte-Straße
5,,Siegward-Sprotte-Straße
6,,Siegward-Sprotte-Straße
7,,Siegward-Sprotte-Straße
8,,Siegward-Sprotte-Straße
9,,Siegward-Sprotte-Straße
10,,Siegward-Sprotte-Straße
11,,Siegward-Sprotte-Straße
12,,Siegward-Sprotte-Straße
12,a,Siegward-Sprotte-Straße
12,b,Siegward-Sprotte-Straße
14,,Siegward-Sprotte-Straße
15,,Siegward-Sprotte-Straße
16,,Siegward-Sprotte-Straße
17,,Siegward-Sprotte-Straße
19,,Siegward-Sprotte-Straße
1,,Am Drachenberg
2,,Am Drachenberg
1,,Amtsstraße
2,,Amtsstraße
15,,In der Aue
2,a,Amtsstraße
2,b,Amtsstraße
3,,Amtsstraße
4,,Amtsstraße
4,a,Amtsstraße
4,b,Amtsstraße
4,c,Amtsstraße
4,d,Amtsstraße
4,e,Amtsstraße
5,,Amtsstraße
5,a,Amtsstraße
5,b,Amtsstraße
5,c,Amtsstraße
6,,Amtsstraße
7,,Amtsstraße
7,a,Amtsstraße
7,b,Amtsstraße
7,c,Amtsstraße
7,d,Amtsstraße
8,,Amtsstraße
9,,Amtsstraße
10,,Amtsstraße
10,a,Amtsstraße
10,b,Amtsstraße
10,c,Amtsstraße
10,d,Amtsstraße
10,e,Amtsstraße
10,f,Amtsstraße
10,k,Amtsstraße
11,,Amtsstraße
11,a,Amtsstraße
11,b,Amtsstraße
15,,Amtsstraße
15,a,Amtsstraße
16,,Amtsstraße
16,a,Amtsstraße
17,,Amtsstraße
18,,Amtsstraße
18,a,Amtsstraße
19,,Amtsstraße
20,,Amtsstraße
21,,Amtsstraße
22,,Amtsstraße
23,,Amtsstraße
23,a,Amtsstraße
24,,Amtsstraße
1,,Amundsenstraße
1,e,Amundsenstraße
1,f,Amundsenstraße
2,,Amundsenstraße
4,,Amundsenstraße
5,,Amundsenstraße
5,a,Amundsenstraße
5,b,Amundsenstraße
5,e,Amundsenstraße
6,,Amundsenstraße
7,,Amundsenstraße
7,a,Amundsenstraße
7,b,Amundsenstraße
8,,Amundsenstraße
9,,Amundsenstraße
9,a,Amundsenstraße
9,b,Amundsenstraße
9,c,Amundsenstraße
9,d,Amundsenstraße
10,,Amundsenstraße
11,,Amundsenstraße
12,,Amundsenstraße
12,a,Amundsenstraße
12,b,Amundsenstraße
12,c,Amundsenstraße
12,d,Amundsenstraße
13,,Amundsenstraße
13,a,Amundsenstraße
14,,Amundsenstraße
15,,Amundsenstraße
16,,Amundsenstraße
17,,Amundsenstraße
17,a,Amundsenstraße
18,,Amundsenstraße
19,,Amundsenstraße
20,,Amundsenstraße
20,a,Amundsenstraße
20,b,Amundsenstraße
20,c,Amundsenstraße
21,,Amundsenstraße
22,,Amundsenstraße
23,,Amundsenstraße
23,a,Amundsenstraße
24,,Amundsenstraße
24,a,Amundsenstraße
24,b,Amundsenstraße
24,c,Amundsenstraße
16,,In der Aue
24,d,Amundsenstraße
24,e,Amundsenstraße
24,f,Amundsenstraße
25,,Amundsenstraße
26,,Amundsenstraße
26,a,Amundsenstraße
27,,Amundsenstraße
27,a,Amundsenstraße
28,,Amundsenstraße
30,,Amundsenstraße
32,,Amundsenstraße
33,,Amundsenstraße
33,a,Amundsenstraße
34,,Amundsenstraße
36,,Amundsenstraße
38,,Amundsenstraße
38,a,Amundsenstraße
38,b,Amundsenstraße
38,c,Amundsenstraße
38,d,Amundsenstraße
38,e,Amundsenstraße
38,f,Amundsenstraße
17,,In der Aue
40,,Amundsenstraße
40,a,Amundsenstraße
42,,Amundsenstraße
44,,Amundsenstraße
46,,Amundsenstraße
60,,Amundsenstraße
3,,An der Orangerie
4,,An der Orangerie
5,,An der Orangerie
1,,Apfelweg
1,a,Apfelweg
2,,Apfelweg
2,a,Apfelweg
3,,Apfelweg
4,b,Apfelweg
5,,Apfelweg
5,a,Apfelweg
5,b,Apfelweg
6,,Apfelweg
7,,Apfelweg
8,,Apfelweg
9,,Apfelweg
9,a,Apfelweg
10,,Apfelweg
11,,Apfelweg
12,,Apfelweg
12,a,Apfelweg
13,,Apfelweg
14,,Apfelweg
14,a,Apfelweg
15,,Apfelweg
16,,Apfelweg
17,,Apfelweg
18,,Apfelweg
19,,Apfelweg
19,a,Apfelweg
20,,Apfelweg
20,a,Apfelweg
21,,Apfelweg
22,,Apfelweg
23,,Apfelweg
2,,Blumenstraße
3,,Blumenstraße
4,,Blumenstraße
5,,Blumenstraße
6,,Blumenstraße
7,,Blumenstraße
8,,Blumenstraße
9,,Blumenstraße
10,,Blumenstraße
11,,Blumenstraße
11,a,Blumenstraße
12,,Blumenstraße
13,,Blumenstraße
14,,Blumenstraße
15,,Blumenstraße
16,,Blumenstraße
16,a,Blumenstraße
16,b,Blumenstraße
17,,Blumenstraße
18,,Blumenstraße
19,,Blumenstraße
21,,Blumenstraße
23,,Blumenstraße
24,,Blumenstraße
1,,Birnenweg
2,,Birnenweg
3,,Birnenweg
3,a,Birnenweg
3,b,Birnenweg
4,,Birnenweg
4,a,Birnenweg
5,,Birnenweg
5,a,Birnenweg
5,b,Birnenweg
5,c,Birnenweg
5,d,Birnenweg
7,,Birnenweg
8,,Birnenweg
9,,Birnenweg
13,,Birnenweg
13,a,Birnenweg
14,,Birnenweg
15,,Birnenweg
16,,Birnenweg
17,,Birnenweg
18,,Birnenweg
19,,Birnenweg
19,a,Birnenweg
20,,Birnenweg
21,,Birnenweg
1,,Eichenallee
2,,Eichenallee
5,,Eichenallee
6,,Eichenallee
7,,Eichenallee
8,,Eichenallee
9,,Eichenallee
9,a,Eichenallee
10,,Eichenallee
11,,Eichenallee
12,,Eichenallee
13,,Eichenallee
14,,Eichenallee
15,,Eichenallee
16,,Eichenallee
17,,Eichenallee
18,,Eichenallee
25,,Eichenallee
26,,Eichenallee
27,,Eichenallee
29,,Eichenallee
30,,Eichenallee
31,,Eichenallee
32,,Eichenallee
33,,Eichenallee
34,,Eichenallee
35,,Eichenallee
70,,Eichenallee
1,,Grabenstraße
2,,Grabenstraße
3,,Grabenstraße
4,,Grabenstraße
5,,Grabenstraße
6,,Grabenstraße
7,,Grabenstraße
8,,Grabenstraße
9,,Grabenstraße
10,,Grabenstraße
11,,Grabenstraße
1,,Habichtweg
1,a,Habichtweg
2,,Habichtweg
3,,Habichtweg
3,a,Habichtweg
4,,Habichtweg
5,,Habichtweg
6,,Habichtweg
7,,Habichtweg
8,,Habichtweg
9,,Habichtweg
10,,Habichtweg
11,,Habichtweg
12,,Habichtweg
14,,Habichtweg
21,,Habichtweg
21,a,Habichtweg
21,b,Habichtweg
21,c,Habichtweg
21,d,Habichtweg
23,,Habichtweg
23,a,Habichtweg
23,b,Habichtweg
23,c,Habichtweg
23,d,Habichtweg
25,,Habichtweg
25,a,Habichtweg
25,b,Habichtweg
25,c,Habichtweg
25,d,Habichtweg
27,,Habichtweg
29,,Habichtweg
41,,Habichtweg
43,,Habichtweg
45,,Habichtweg
18,,In der Aue
4,,Katharinenholzstraße
4,a,Katharinenholzstraße
5,,Katharinenholzstraße
5,a,Katharinenholzstraße
6,,Katharinenholzstraße
7,,Katharinenholzstraße
8,,Katharinenholzstraße
8,a,Katharinenholzstraße
8,b,Katharinenholzstraße
9,,Katharinenholzstraße
10,,Katharinenholzstraße
11,,Katharinenholzstraße
11,a,Katharinenholzstraße
12,,Katharinenholzstraße
13,,Katharinenholzstraße
14,,Katharinenholzstraße
14,a,Katharinenholzstraße
14,b,Katharinenholzstraße
15,,Katharinenholzstraße
15,a,Katharinenholzstraße
15,b,Katharinenholzstraße
16,,Katharinenholzstraße
17,,Katharinenholzstraße
18,,Katharinenholzstraße
18,a,Katharinenholzstraße
19,,Katharinenholzstraße
19,a,Katharinenholzstraße
20,,Katharinenholzstraße
21,,Katharinenholzstraße
21,a,Katharinenholzstraße
22,,Katharinenholzstraße
23,,Katharinenholzstraße
24,,Katharinenholzstraße
24,a,Katharinenholzstraße
25,,Katharinenholzstraße
25,a,Katharinenholzstraße
26,,Katharinenholzstraße
26,a,Katharinenholzstraße
26,b,Katharinenholzstraße
27,,Katharinenholzstraße
28,,Katharinenholzstraße
30,,Katharinenholzstraße
31,,Katharinenholzstraße
32,,Katharinenholzstraße
32,a,Katharinenholzstraße
32,b,Katharinenholzstraße
32,c,Katharinenholzstraße
33,,Katharinenholzstraße
33,a,Katharinenholzstraße
33,b,Katharinenholzstraße
33,c,Katharinenholzstraße
34,,Katharinenholzstraße
34,a,Katharinenholzstraße
34,b,Katharinenholzstraße
34,c,Katharinenholzstraße
35,,Katharinenholzstraße
36,,Katharinenholzstraße
36,a,Katharinenholzstraße
37,,Katharinenholzstraße
38,,Katharinenholzstraße
39,,Katharinenholzstraße
39,b,Katharinenholzstraße
40,,Katharinenholzstraße
41,,Katharinenholzstraße
42,,Katharinenholzstraße
1,,Kirschallee
1,a,Kirschallee
2,,Kirschallee
3,,Kirschallee
4,,Kirschallee
5,,Kirschallee
7,,Kirschallee
8,,Kirschallee
9,,Kirschallee
10,,Kirschallee
11,,Kirschallee
12,,Kirschallee
12,a,Kirschallee
13,,Kirschallee
14,,Kirschallee
14,a,Kirschallee
14,b,Kirschallee
14,c,Kirschallee
14,d,Kirschallee
14,e,Kirschallee
15,,Kirschallee
19,,In der Aue
16,,Kirschallee
17,,Kirschallee
18,,Kirschallee
19,,Kirschallee
20,,Kirschallee
20,a,Kirschallee
21,,Kirschallee
21,a,Kirschallee
22,,Kirschallee
23,,Kirschallee
23,a,Kirschallee
25,,Kirschallee
26,,Kirschallee
27,,Kirschallee
27,a,Kirschallee
28,,Kirschallee
29,,Kirschallee
30,,Kirschallee
31,,Kirschallee
31,a,Kirschallee
32,,Kirschallee
33,,Kirschallee
34,,Kirschallee
35,,Kirschallee
36,,Kirschallee
37,,Kirschallee
38,,Kirschallee
39,,Kirschallee
39,a,Kirschallee
40,,Kirschallee
40,a,Kirschallee
41,,Kirschallee
41,a,Kirschallee
42,,Kirschallee
42,a,Kirschallee
43,,Kirschallee
44,,Kirschallee
45,,Kirschallee
46,,Kirschallee
46,a,Kirschallee
47,,Kirschallee
48,,Kirschallee
48,a,Kirschallee
49,,Kirschallee
51,,Kirschallee
51,a,Kirschallee
52,,Kirschallee
53,,Kirschallee
53,a,Kirschallee
53,b,Kirschallee
54,,Kirschallee
54,a,Kirschallee
54,b,Kirschallee
54,c,Kirschallee
57,,Kirschallee
60,,Kirschallee
62,,Kirschallee
62,a,Kirschallee
63,,Kirschallee
65,,Kirschallee
66,,Kirschallee
67,,Kirschallee
68,,Kirschallee
69,,Kirschallee
70,,Kirschallee
71,,Kirschallee
72,,Kirschallee
73,,Kirschallee
74,,Kirschallee
75,,Kirschallee
76,,Kirschallee
77,,Kirschallee
77,b,Kirschallee
78,,Kirschallee
79,,Kirschallee
80,,Kirschallee
81,,Kirschallee
82,,Kirschallee
83,,Kirschallee
83,a,Kirschallee
84,,Kirschallee
85,,Kirschallee
86,,Kirschallee
87,,Kirschallee
88,,Kirschallee
89,,Kirschallee
90,,Kirschallee
92,,Kirschallee
93,,Kirschallee
94,,Kirschallee
95,,Kirschallee
96,,Kirschallee
97,,Kirschallee
98,,Kirschallee
101,,Kirschallee
102,,Kirschallee
103,,Kirschallee
103,a,Kirschallee
103,b,Kirschallee
104,,Kirschallee
105,,Kirschallee
106,,Kirschallee
107,,Kirschallee
108,,Kirschallee
109,,Kirschallee
110,,Kirschallee
111,,Kirschallee
114,,Kirschallee
115,,Kirschallee
116,,Kirschallee
117,,Kirschallee
118,,Kirschallee
119,,Kirschallee
119,a,Kirschallee
120,,Kirschallee
121,,Kirschallee
122,,Kirschallee
123,,Kirschallee
124,,Kirschallee
20,,In der Aue
125,,Kirschallee
126,,Kirschallee
127,,Kirschallee
129,,Kirschallee
130,,Kirschallee
131,,Kirschallee
132,,Kirschallee
133,,Kirschallee
134,,Kirschallee
135,,Kirschallee
136,,Kirschallee
137,,Kirschallee
138,,Kirschallee
139,,Kirschallee
171,,Kirschallee
172,,Kirschallee
173,,Kirschallee
174,,Kirschallee
174,a,Kirschallee
174,b,Kirschallee
175,,Kirschallee
176,,Kirschallee
177,,Kirschallee
54,,In der Aue
179,,Kirschallee
1,,Lendelallee
1,a,Lendelallee
1,b,Lendelallee
1,c,Lendelallee
1,d,Lendelallee
3,,Lendelallee
4,,Lendelallee
5,,Lendelallee
6,,Lendelallee
7,,Lendelallee
8,,Lendelallee
9,,Lendelallee
10,,Lendelallee
11,,Lendelallee
13,,Lendelallee
14,,Lendelallee
16,,Lendelallee
18,,Lendelallee
20,,Lendelallee
22,,Lendelallee
24,,Lendelallee
26,,Lendelallee
28,,Lendelallee
34,,Lendelallee
1,,Maulbeerallee
1,a,Maulbeerallee
1,b,Maulbeerallee
2,,Maulbeerallee
2,a,Maulbeerallee
3,,Maulbeerallee
4,,Maulbeerallee
4,a,Maulbeerallee
5,,Maulbeerallee
1,,Potsdamer Straße
2,,Potsdamer Straße
2,a,Potsdamer Straße
2,b,Potsdamer Straße
3,,Potsdamer Straße
4,,Potsdamer Straße
4,a,Potsdamer Straße
4,b,Potsdamer Straße
5,,Potsdamer Straße
6,,Potsdamer Straße
7,,Potsdamer Straße
8,,Potsdamer Straße
9,,Potsdamer Straße
9,a,Potsdamer Straße
9,b,Potsdamer Straße
9,c,Potsdamer Straße
10,,Potsdamer Straße
11,,Potsdamer Straße
12,,Potsdamer Straße
12,b,Potsdamer Straße
13,,Reiherweg
13,,Potsdamer Straße
13,a,Potsdamer Straße
14,,Potsdamer Straße
14,a,Potsdamer Straße
14,b,Potsdamer Straße
15,,Potsdamer Straße
16,,Potsdamer Straße
17,,Potsdamer Straße
18,,Potsdamer Straße
18,a,Potsdamer Straße
18,b,Potsdamer Straße
19,,Potsdamer Straße
19,a,Potsdamer Straße
20,,Potsdamer Straße
20,a,Potsdamer Straße
20,b,Potsdamer Straße
21,,Potsdamer Straße
22,,Potsdamer Straße
23,,Potsdamer Straße
24,,Potsdamer Straße
25,,Potsdamer Straße
25,a,Potsdamer Straße
25,b,Potsdamer Straße
26,,Potsdamer Straße
26,a,Potsdamer Straße
28,,Potsdamer Straße
28,a,Potsdamer Straße
29,,Potsdamer Straße
30,,Potsdamer Straße
31,,Potsdamer Straße
32,,Potsdamer Straße
32,a,Potsdamer Straße
33,,Potsdamer Straße
34,,Potsdamer Straße
19,,Reiherweg
35,,Potsdamer Straße
36,,Potsdamer Straße
37,,Potsdamer Straße
38,,Potsdamer Straße
41,,Potsdamer Straße
43,,Potsdamer Straße
44,,Potsdamer Straße
45,,Potsdamer Straße
46,,Potsdamer Straße
47,,Potsdamer Straße
48,,Potsdamer Straße
49,a,Potsdamer Straße
49,b,Potsdamer Straße
49,c,Potsdamer Straße
50,,Potsdamer Straße
51,,Potsdamer Straße
52,a,Potsdamer Straße
52,b,Potsdamer Straße
53,,Potsdamer Straße
54,,Potsdamer Straße
55,,Potsdamer Straße
57,,Potsdamer Straße
58,,Potsdamer Straße
58,a,Potsdamer Straße
59,,Potsdamer Straße
60,,Potsdamer Straße
60,a,Potsdamer Straße
61,,Potsdamer Straße
62,,Potsdamer Straße
63,,Potsdamer Straße
64,,Potsdamer Straße
65,,Potsdamer Straße
66,,Potsdamer Straße
67,,Potsdamer Straße
68,,Potsdamer Straße
69,,Potsdamer Straße
70,,Potsdamer Straße
71,,Potsdamer Straße
72,,Potsdamer Straße
73,,Potsdamer Straße
74,,Potsdamer Straße
75,,Potsdamer Straße
76,,Potsdamer Straße
77,,Potsdamer Straße
78,,Potsdamer Straße
79,,Potsdamer Straße
80,,Potsdamer Straße
80,a,Potsdamer Straße
80,b,Potsdamer Straße
80,c,Potsdamer Straße
81,,Potsdamer Straße
82,,Potsdamer Straße
82,a,Potsdamer Straße
83,,Potsdamer Straße
83,a,Potsdamer Straße
84,,Potsdamer Straße
85,,Potsdamer Straße
86,,Potsdamer Straße
86,a,Potsdamer Straße
87,,Potsdamer Straße
88,,Potsdamer Straße
89,,Potsdamer Straße
90,,Potsdamer Straße
91,,Potsdamer Straße
92,,Potsdamer Straße
93,,Potsdamer Straße
94,,Potsdamer Straße
95,,Potsdamer Straße
96,,Potsdamer Straße
97,,Potsdamer Straße
98,,Potsdamer Straße
100,,Potsdamer Straße
101,,Potsdamer Straße
102,,Potsdamer Straße
103,,Potsdamer Straße
104,,Potsdamer Straße
105,,Potsdamer Straße
106,,Potsdamer Straße
106,a,Potsdamer Straße
107,,Potsdamer Straße
107,a,Potsdamer Straße
107,b,Potsdamer Straße
108,,Potsdamer Straße
164,,Potsdamer Straße
165,,Potsdamer Straße
166,,Potsdamer Straße
167,,Potsdamer Straße
168,,Potsdamer Straße
169,,Potsdamer Straße
170,,Potsdamer Straße
171,,Potsdamer Straße
172,,Potsdamer Straße
173,,Potsdamer Straße
14,,Reiherweg
174,,Potsdamer Straße
175,,Potsdamer Straße
176,,Potsdamer Straße
177,,Potsdamer Straße
177,a,Potsdamer Straße
177,b,Potsdamer Straße
178,,Potsdamer Straße
178,a,Potsdamer Straße
179,,Potsdamer Straße
179,a,Potsdamer Straße
180,,Potsdamer Straße
181,,Potsdamer Straße
181,a,Potsdamer Straße
181,b,Potsdamer Straße
181,c,Potsdamer Straße
182,,Potsdamer Straße
20,,Reiherweg
182,a,Potsdamer Straße
182,b,Potsdamer Straße
182,c,Potsdamer Straße
182,d,Potsdamer Straße
183,,Potsdamer Straße
186,,Potsdamer Straße
187,,Potsdamer Straße
188,,Potsdamer Straße
189,,Potsdamer Straße
190,,Potsdamer Straße
190,a,Potsdamer Straße
191,,Potsdamer Straße
192,,Potsdamer Straße
193,,Potsdamer Straße
193,a,Potsdamer Straße
194,,Potsdamer Straße
195,,Potsdamer Straße
196,,Potsdamer Straße
196,a,Potsdamer Straße
197,,Potsdamer Straße
198,,Potsdamer Straße
21,,Reiherweg
199,,Potsdamer Straße
200,,Potsdamer Straße
201,,Potsdamer Straße
1,,Reiherweg
1,a,Reiherweg
2,,Reiherweg
2,a,Reiherweg
3,,Reiherweg
